Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Discount
2023-09-27,North,Furniture,Tables,2330.71,9,-215.28,0.1
2023-09-27,Central,Electronics,Smartphones,1285.04,5,295.75,0.2
2023-09-27,North,Apparel,Shoes,3120.07,2,364.54,0.3
2023-09-28,North,Apparel,T-shirts,2761.76,6,386.97,0.1
2023-09-29,South,Apparel,Shoes,3976.74,4,228.06,0.3
2023-10-01,West,Electronics,Laptops,3702.09,10,1329.01,0.2
2023-10-01,East,Apparel,Jackets,2705.75,2,989.54,0.0
2023-10-03,South,Furniture,Chairs,1157.42,5,193.62,0.0
2023-10-04,West,Office Supplies,Envelopes,2887.46,2,1046.95,0.1
2023-10-05,North,Furniture,Beds,797.57,8,-14.04,0.2
2023-10-05,Central,Electronics,Laptops,2262.85,9,518.77,0.3
2023-10-05,North,Furniture,Beds,2941.39,5,519.46,0.2
2023-10-06,Central,Apparel,Jeans,1040.68,3,80.62,0.2
2023-10-06,North,Apparel,Shoes,1113.78,5,346.99,0.3
2023-10-06,South,Office Supplies,Paper,4594.78,2,1791.03,0.3
2023-10-07,East,Furniture,Beds,1882.39,10,228.02,0.3
2023-10-07,North,Furniture,Chairs,2736.79,8,-30.11,0.2
2023-10-08,Central,Furniture,Sofas,3196.84,3,572.17,0.1
2023-10-08,South,Electronics,Cameras,3767.78,8,803.55,0.0
2023-10-08,East,Electronics,Headphones,1566.0,4,158.57,0.2
2023-10-09,North,Apparel,Shoes,260.56,9,25.98,0.2
2023-10-12,West,Electronics,Cameras,3697.37,7,981.22,0.0
2023-10-12,East,Furniture,Beds,4143.36,1,356.07,0.2
2023-10-12,Central,Apparel,T-shirts,2666.24,4,370.7,0.0
2023-10-13,South,Office Supplies,Binders,2799.77,6,541.39,0.0
2023-10-17,North,Apparel,Jeans,68.21,1,14.91,0.2
2023-10-17,South,Electronics,Cameras,2980.55,9,403.17,0.2
2023-10-18,North,Electronics,Cameras,2033.03,5,349.69,0.3
2023-10-18,North,Furniture,Tables,2021.69,4,227.05,0.1
2023-10-19,West,Furniture,Beds,1420.03,3,10.8,0.3
2023-10-19,North,Furniture,Chairs,1273.65,5,-79.51,0.3
2023-10-19,Central,Office Supplies,Envelopes,2610.11,10,242.16,0.0
2023-10-19,East,Apparel,T-shirts,4997.89,2,530.67,0.0
2023-10-20,Central,Furniture,Chairs,4895.96,8,-474.08,0.1
2023-10-21,West,Furniture,Chairs,3523.2,4,537.36,0.0
2023-10-21,South,Furniture,Beds,3588.34,1,287.21,0.0
2023-10-22,East,Apparel,T-shirts,4242.1,3,654.99,0.2
2023-10-22,Central,Electronics,Laptops,1212.41,4,70.43,0.3
2023-10-22,South,Office Supplies,Envelopes,476.61,4,26.09,0.2
2023-10-23,West,Apparel,Jackets,3408.17,3,269.3,0.3
2023-10-24,East,Furniture,Chairs,251.06,8,32.95,0.2
2023-10-25,North,Apparel,Jeans,323.81,9,65.46,0.1
2023-10-28,South,Electronics,Cameras,4912.39,2,1756.88,0.1
2023-10-29,North,Office Supplies,Binders,487.45,2,27.15,0.0
2023-10-29,North,Electronics,Cameras,979.89,9,378.06,0.1
2023-10-30,East,Furniture,Chairs,2729.1,7,345.99,0.0
2023-10-31,South,Electronics,Headphones,2648.14,7,878.63,0.2
2023-11-03,North,Apparel,Jeans,393.46,10,55.87,0.3
2023-11-03,Central,Electronics,Headphones,4240.13,10,893.23,0.1
2023-11-05,East,Furniture,Sofas,4168.81,7,153.55,0.2
2023-11-06,East,Office Supplies,Envelopes,399.87,7,77.89,0.2
2023-11-07,West,Furniture,Tables,4680.47,7,162.72,0.1
2023-11-08,East,Office Supplies,Envelopes,1793.87,4,318.0,0.3
2023-11-09,Central,Office Supplies,Binders,3345.2,4,1271.6,0.1
2023-11-09,East,Office Supplies,Paper,2762.47,6,638.88,0.1
2023-11-09,North,Electronics,Headphones,3744.96,9,602.83,0.2
2023-11-10,Central,Electronics,Smartphones,891.68,5,134.17,0.1
2023-11-10,North,Office Supplies,Paper,175.95,4,43.42,0.0
2023-11-11,Central,Office Supplies,Binders,3277.53,4,350.56,0.2
2023-11-12,West,Apparel,T-shirts,498.56,2,65.59,0.0
2023-11-12,West,Office Supplies,Binders,2101.02,3,624.73,0.1
2023-11-12,West,Apparel,Shoes,1428.44,1,246.66,0.3
2023-11-12,Central,Apparel,T-shirts,2258.11,10,438.41,0.1
2023-11-12,South,Electronics,Headphones,4640.31,1,694.84,0.1
2023-11-13,East,Apparel,Jeans,1961.69,9,110.26,0.0
2023-11-13,South,Office Supplies,Envelopes,4342.61,7,982.7,0.3
2023-11-15,East,Apparel,Jackets,540.58,3,143.55,0.0
2023-11-15,North,Apparel,T-shirts,1414.94,10,339.27,0.2
2023-11-16,West,Furniture,Chairs,2321.45,5,-167.57,0.0
2023-11-16,South,Electronics,Smartphones,63.86,10,20.03,0.3
2023-11-18,Central,Office Supplies,Envelopes,397.96,5,149.81,0.3
2023-11-19,West,Apparel,Jackets,4699.35,5,1587.96,0.2
2023-11-20,North,Apparel,T-shirts,2433.7,10,875.53,0.2
2023-11-21,Central,Office Supplies,Binders,626.47,1,181.69,0.2
2023-11-21,North,Office Supplies,Binders,3305.05,5,720.01,0.3
2023-11-23,West,Office Supplies,Envelopes,4461.83,10,1081.8,0.2
2023-11-23,East,Office Supplies,Binders,3415.55,10,198.0,0.2
2023-11-23,Central,Furniture,Tables,3571.1,4,-34.41,0.1
2023-11-24,West,Electronics,Smartphones,3952.53,1,235.98,0.3
2023-11-24,East,Office Supplies,Envelopes,2766.65,5,726.42,0.0
2023-11-26,East,Apparel,Jeans,4995.99,6,1327.28,0.3
2023-11-26,North,Electronics,Cameras,3938.32,5,1039.17,0.0
2023-11-26,East,Apparel,Jeans,4299.87,9,1196.66,0.0
2023-11-27,South,Office Supplies,Paper,2424.71,3,563.81,0.2
2023-11-28,East,Furniture,Beds,20.95,3,-1.35,0.3
2023-11-28,Central,Office Supplies,Paper,4950.54,8,1384.03,0.2
2023-11-29,Central,Electronics,Laptops,3111.84,4,849.56,0.3
2023-12-04,North,Apparel,Jeans,4991.3,8,1784.61,0.3
2023-12-05,Central,Apparel,Jackets,4592.5,8,673.33,0.1
2023-12-06,South,Office Supplies,Pens,2286.66,8,886.57,0.0
2023-12-07,West,Electronics,Laptops,1941.93,9,446.29,0.0
2023-12-10,South,Electronics,Laptops,361.44,10,131.33,0.2
2023-12-10,East,Furniture,Chairs,4059.28,6,34.22,0.2
2023-12-11,Central,Furniture,Beds,2328.73,8,-222.95,0.1
2023-12-11,East,Apparel,T-shirts,1327.0,6,480.42,0.1
2023-12-12,West,Office Supplies,Paper,3152.71,8,369.21,0.1
2023-12-12,Central,Furniture,Chairs,1868.88,6,-109.86,0.0
2023-12-13,North,Electronics,Smartphones,2861.18,1,872.75,0.0
2023-12-13,South,Electronics,Smartphones,3110.19,6,990.31,0.0
2023-12-14,North,Electronics,Smartphones,1727.87,6,253.99,0.3
2023-12-16,South,Office Supplies,Pens,1718.59,7,655.12,0.1
2023-12-17,Central,Electronics,Cameras,2982.51,6,705.01,0.2
2023-12-17,North,Office Supplies,Envelopes,570.09,3,201.58,0.1
2023-12-18,Central,Office Supplies,Pens,2939.86,8,1057.52,0.1
2023-12-18,South,Office Supplies,Paper,1388.71,9,120.14,0.1
2023-12-20,East,Office Supplies,Paper,901.22,3,285.45,0.0
2023-12-20,North,Apparel,Shoes,3744.85,5,303.62,0.2
2023-12-21,East,Apparel,Jeans,1503.64,2,297.17,0.1
2023-12-24,Central,Furniture,Chairs,4432.09,9,577.79,0.2
2023-12-25,North,Apparel,T-shirts,2531.08,9,990.82,0.2
2023-12-26,South,Apparel,Jackets,1923.07,1,396.15,0.2
2023-12-27,North,Furniture,Sofas,472.3,3,-16.28,0.2
2023-12-27,North,Apparel,Jeans,263.14,8,14.85,0.0
2023-12-28,South,Furniture,Chairs,4951.92,2,277.72,0.1
2023-12-28,East,Furniture,Chairs,2323.39,5,38.52,0.2
2023-12-29,South,Furniture,Beds,3158.49,8,608.67,0.3
2023-12-29,South,Electronics,Cameras,3223.15,3,1288.92,0.3
2023-12-29,South,Apparel,Jackets,1661.69,9,285.22,0.1
2023-12-31,West,Furniture,Sofas,3942.37,2,336.43,0.3
2023-12-31,East,Furniture,Sofas,3451.87,3,-2.5,0.3
2024-01-01,North,Office Supplies,Binders,4747.74,2,1639.11,0.1
2024-01-01,Central,Office Supplies,Binders,2445.48,2,959.13,0.2
2024-01-01,South,Office Supplies,Binders,3412.42,1,200.11,0.3
2024-01-02,East,Apparel,Jeans,3899.27,7,1438.97,0.3
2024-01-02,North,Furniture,Tables,942.0,9,46.27,0.2
2024-01-04,North,Apparel,T-shirts,2670.66,2,1028.89,0.1
2024-01-04,North,Apparel,Jeans,1275.95,3,474.04,0.0
2024-01-06,East,Apparel,Jackets,3113.74,8,777.86,0.3
2024-01-06,North,Electronics,Cameras,3435.34,6,693.85,0.0
2024-01-07,Central,Office Supplies,Binders,2435.83,1,299.35,0.1
2024-01-07,South,Electronics,Laptops,4075.54,10,1555.4,0.2
2024-01-07,South,Office Supplies,Paper,2427.98,1,151.55,0.2
2024-01-07,North,Office Supplies,Envelopes,4972.66,10,1665.92,0.1
2024-01-08,Central,Furniture,Beds,742.87,8,127.79,0.2
2024-01-08,North,Electronics,Smartphones,331.65,2,95.01,0.0
2024-01-08,South,Office Supplies,Binders,3313.58,5,373.41,0.3
2024-01-09,Central,Apparel,T-shirts,1112.28,2,392.88,0.3
2024-01-10,South,Office Supplies,Paper,3668.0,10,715.94,0.1
2024-01-11,North,Electronics,Laptops,4251.48,8,1638.74,0.1
2024-01-11,South,Electronics,Laptops,2772.11,5,695.17,0.2
2024-01-12,South,Apparel,Shoes,2942.29,10,963.04,0.2
2024-01-12,East,Furniture,Chairs,3717.23,8,-112.66,0.2
2024-01-12,West,Office Supplies,Binders,510.5,6,133.92,0.3
2024-01-12,South,Office Supplies,Paper,259.22,6,52.23,0.1
2024-01-13,West,Furniture,Sofas,3615.97,10,637.01,0.1
2024-01-13,East,Furniture,Beds,3456.46,9,398.1,0.2
2024-01-14,South,Apparel,Jackets,3820.41,1,1145.62,0.3
2024-01-15,North,Electronics,Cameras,4099.62,7,451.19,0.1
2024-01-17,Central,Office Supplies,Envelopes,2415.88,10,358.48,0.3
2024-01-17,Central,Office Supplies,Binders,2386.22,6,885.37,0.1
2024-01-17,North,Office Supplies,Binders,2848.52,5,1002.9,0.2
2024-01-17,West,Electronics,Cameras,3265.41,7,714.47,0.1
2024-01-17,Central,Office Supplies,Pens,2249.58,1,276.89,0.3
2024-01-18,South,Electronics,Laptops,2945.75,4,235.88,0.2
2024-01-19,North,Electronics,Smartphones,3083.83,9,629.2,0.1
2024-01-20,West,Furniture,Beds,3220.06,5,-260.8,0.1
2024-01-21,North,Furniture,Beds,2538.39,8,363.17,0.1
2024-01-21,East,Electronics,Smartphones,1540.89,8,99.96,0.0
2024-01-23,Central,Apparel,T-shirts,4648.92,5,232.62,0.0
2024-01-26,Central,Apparel,Shoes,2606.02,5,518.66,0.1
2024-01-27,East,Office Supplies,Binders,2356.14,10,538.73,0.0
2024-01-29,North,Electronics,Smartphones,3053.93,7,429.98,0.0
2024-01-29,North,Electronics,Laptops,3595.42,7,1050.59,0.1
2024-01-30,North,Office Supplies,Pens,933.09,2,175.89,0.1
2024-01-31,South,Apparel,Shoes,1229.25,2,209.23,0.2
2024-02-01,Central,Apparel,Jeans,1017.87,4,303.27,0.2
2024-02-01,South,Furniture,Chairs,4714.51,4,729.43,0.2
2024-02-03,East,Apparel,Jackets,422.59,2,76.16,0.1
2024-02-06,Central,Electronics,Cameras,1041.66,9,197.8,0.1
2024-02-06,North,Apparel,Jeans,4692.89,7,541.57,0.2
2024-02-06,North,Apparel,Shoes,1683.73,5,482.93,0.3
2024-02-07,East,Electronics,Headphones,1663.05,7,367.1,0.2
2024-02-08,East,Office Supplies,Paper,3548.85,7,454.99,0.2
2024-02-08,South,Electronics,Laptops,3741.41,10,358.83,0.0
2024-02-09,South,Electronics,Cameras,3088.94,3,1182.66,0.0
2024-02-10,West,Electronics,Laptops,81.23,10,6.76,0.2
2024-02-12,South,Apparel,Jeans,4139.81,5,720.0,0.2
2024-02-12,South,Electronics,Headphones,258.89,9,50.41,0.2
2024-02-12,West,Office Supplies,Envelopes,3238.93,9,563.35,0.3
2024-02-18,North,Office Supplies,Envelopes,4214.86,6,371.15,0.2
2024-02-18,West,Apparel,Jackets,2650.77,7,323.18,0.3
2024-02-19,West,Apparel,Jackets,241.66,6,77.79,0.1
2024-02-20,West,Apparel,T-shirts,3933.22,9,594.26,0.3
2024-02-20,Central,Electronics,Cameras,2204.92,1,567.13,0.0
2024-02-21,Central,Furniture,Tables,1544.11,2,235.07,0.2
2024-02-21,East,Furniture,Tables,1611.85,3,277.67,0.3
2024-02-21,South,Electronics,Headphones,4551.54,5,1216.42,0.0
2024-02-21,North,Apparel,Jeans,726.42,8,257.7,0.3
2024-02-22,North,Office Supplies,Envelopes,4896.09,7,1795.68,0.0
2024-02-23,South,Furniture,Beds,3153.15,3,520.22,0.1
2024-02-23,South,Office Supplies,Binders,3739.04,10,1307.26,0.1
2024-02-24,Central,Office Supplies,Paper,1705.79,8,367.31,0.0
2024-02-24,North,Furniture,Sofas,503.94,2,51.55,0.0
2024-02-26,West,Electronics,Cameras,4747.49,4,1653.01,0.3
2024-02-28,West,Apparel,Jeans,2531.92,4,210.4,0.1
2024-02-28,North,Office Supplies,Envelopes,3613.13,8,1028.19,0.1
2024-02-28,East,Electronics,Cameras,849.88,8,44.75,0.2
2024-02-29,West,Apparel,T-shirts,4728.72,5,1522.95,0.1
2024-03-01,West,Furniture,Beds,4439.64,6,-3.01,0.1
2024-03-02,South,Furniture,Chairs,4803.88,6,90.89,0.1
2024-03-02,North,Electronics,Laptops,3456.61,3,698.57,0.0
2024-03-02,Central,Electronics,Laptops,3776.7,8,460.16,0.1
2024-03-03,East,Furniture,Tables,3638.89,7,441.58,0.2
2024-03-03,West,Furniture,Sofas,255.66,9,-25.2,0.3
2024-03-03,East,Furniture,Beds,2111.0,1,38.91,0.1
2024-03-04,North,Office Supplies,Binders,1519.53,7,341.83,0.0
2024-03-04,East,Apparel,Shoes,3677.94,9,687.86,0.3
2024-03-06,East,Apparel,Shoes,3080.07,1,867.13,0.0
2024-03-07,West,Electronics,Cameras,4353.02,7,1667.23,0.1
2024-03-08,West,Office Supplies,Paper,3637.07,1,194.56,0.3
2024-03-08,South,Apparel,Jackets,578.33,1,175.4,0.2
2024-03-08,East,Furniture,Chairs,4594.32,6,614.21,0.2
2024-03-10,Central,Furniture,Sofas,3300.16,3,254.58,0.3
2024-03-10,West,Electronics,Laptops,4732.7,5,1223.14,0.1
2024-03-11,Central,Apparel,T-shirts,4393.16,6,687.33,0.2
2024-03-11,Central,Electronics,Cameras,4768.73,6,1671.7,0.1
2024-03-14,West,Apparel,Jackets,1315.65,7,184.58,0.0
2024-03-15,North,Apparel,Jackets,4806.79,8,685.66,0.1
2024-03-15,East,Office Supplies,Paper,3370.72,4,852.27,0.2
2024-03-16,West,Furniture,Sofas,605.61,5,110.92,0.1
2024-03-17,North,Apparel,Shoes,1435.73,1,163.52,0.1
2024-03-19,East,Furniture,Chairs,2838.92,7,22.67,0.2
2024-03-19,East,Furniture,Sofas,1741.03,1,-98.41,0.0
2024-03-20,West,Electronics,Cameras,724.35,6,73.45,0.2
2024-03-21,East,Office Supplies,Pens,4893.48,6,1623.36,0.3
2024-03-25,West,Furniture,Tables,4647.75,5,-142.16,0.1
2024-03-25,East,Office Supplies,Paper,4223.87,5,819.73,0.0
2024-03-26,West,Furniture,Sofas,3123.39,2,497.76,0.3
2024-03-27,Central,Furniture,Tables,897.17,5,-61.73,0.3
2024-03-29,Central,Furniture,Beds,1416.41,7,121.28,0.2
2024-03-30,East,Electronics,Headphones,482.4,9,39.79,0.0
2024-03-30,West,Electronics,Smartphones,1364.1,8,223.75,0.1
2024-03-30,South,Furniture,Chairs,1198.73,6,199.49,0.2
2024-03-30,West,Office Supplies,Paper,1480.5,6,150.51,0.0
2024-04-01,South,Electronics,Smartphones,347.35,4,117.82,0.0
2024-04-03,South,Furniture,Chairs,4511.59,4,237.69,0.2
2024-04-03,East,Electronics,Headphones,368.66,2,138.9,0.3
2024-04-03,North,Apparel,Shoes,4189.02,5,1418.04,0.1
2024-04-04,West,Furniture,Sofas,1382.81,10,-57.55,0.3
2024-04-05,West,Office Supplies,Envelopes,1795.86,7,485.67,0.3
2024-04-05,North,Apparel,Jeans,2558.99,5,1012.17,0.3
2024-04-05,West,Office Supplies,Envelopes,1164.05,3,224.83,0.0
2024-04-06,West,Apparel,Jeans,4914.01,9,1779.96,0.3
2024-04-06,South,Electronics,Cameras,2756.27,9,1030.03,0.0
2024-04-06,South,Office Supplies,Paper,4449.18,5,1040.93,0.1
2024-04-07,North,Apparel,Shoes,3200.46,2,235.61,0.0
2024-04-07,North,Office Supplies,Envelopes,1283.32,5,288.76,0.0
2024-04-07,North,Apparel,Jeans,2422.84,8,758.3,0.0
2024-04-08,Central,Apparel,Jackets,2820.61,2,630.9,0.3
2024-04-08,East,Electronics,Cameras,1017.04,2,397.76,0.1
2024-04-09,Central,Apparel,T-shirts,644.51,6,178.33,0.3
2024-04-09,South,Furniture,Sofas,1778.37,7,-163.44,0.2
2024-04-10,South,Furniture,Chairs,1253.81,6,151.36,0.1
2024-04-10,North,Electronics,Headphones,429.39,4,159.5,0.2
2024-04-12,Central,Apparel,Shoes,357.69,6,24.1,0.2
2024-04-13,Central,Apparel,T-shirts,532.82,7,179.0,0.0
2024-04-13,Central,Apparel,T-shirts,4052.2,10,985.58,0.0
2024-04-14,South,Office Supplies,Envelopes,1809.09,5,698.79,0.2
2024-04-15,South,Electronics,Smartphones,2541.69,2,901.43,0.0
2024-04-15,North,Apparel,Shoes,307.67,6,61.41,0.0
2024-04-16,North,Electronics,Headphones,4580.76,4,1253.37,0.1
2024-04-16,North,Electronics,Headphones,3054.46,5,513.93,0.2
2024-04-16,North,Electronics,Cameras,1886.16,9,718.89,0.0
2024-04-17,West,Apparel,T-shirts,514.19,9,33.37,0.0
2024-04-17,South,Office Supplies,Binders,3471.88,8,1150.15,0.0
2024-04-17,East,Office Supplies,Paper,2072.03,5,385.81,0.2
2024-04-18,East,Electronics,Headphones,2694.07,3,991.27,0.3
2024-04-18,West,Furniture,Chairs,4553.61,2,854.4,0.2
2024-04-18,Central,Furniture,Chairs,3906.92,6,-121.21,0.0
2024-04-19,East,Office Supplies,Binders,1238.04,8,309.81,0.2
2024-04-20,Central,Electronics,Laptops,270.31,4,68.53,0.3
2024-04-21,West,Office Supplies,Binders,4876.91,8,479.84,0.1
2024-04-22,East,Apparel,T-shirts,2840.83,4,710.39,0.2
2024-04-22,East,Furniture,Chairs,1691.22,3,250.82,0.3
2024-04-22,East,Apparel,Jackets,1023.79,10,319.53,0.3
2024-04-23,West,Apparel,Jackets,174.35,8,51.42,0.1
2024-04-24,North,Furniture,Chairs,3964.84,4,-66.33,0.3
2024-04-27,North,Apparel,Shoes,26.87,6,10.08,0.0
2024-04-27,East,Furniture,Chairs,3537.88,9,381.19,0.0
2024-04-27,South,Electronics,Laptops,2965.5,1,181.89,0.0
2024-04-27,North,Apparel,Jackets,2411.56,7,658.47,0.2
2024-04-27,South,Apparel,Jeans,1942.93,6,485.92,0.1
2024-04-27,Central,Furniture,Sofas,2353.14,9,-113.2,0.1
2024-04-27,North,Apparel,T-shirts,2516.49,1,146.32,0.1
2024-04-28,North,Apparel,Jackets,4994.45,2,1900.05,0.0
2024-04-29,West,Electronics,Laptops,413.72,10,43.2,0.2
2024-04-30,North,Furniture,Sofas,4588.56,9,-120.67,0.1
2024-04-30,East,Office Supplies,Binders,492.31,10,88.55,0.2
2024-05-01,North,Office Supplies,Paper,1402.4,2,519.14,0.1
2024-05-01,South,Furniture,Chairs,3741.86,1,610.59,0.0
2024-05-04,South,Furniture,Sofas,2104.02,6,280.63,0.2
2024-05-04,East,Office Supplies,Binders,2264.2,7,788.81,0.3
2024-05-06,East,Office Supplies,Pens,3215.85,2,1107.21,0.3
2024-05-08,Central,Furniture,Beds,2648.73,7,-82.67,0.1
2024-05-08,North,Electronics,Laptops,2416.3,5,647.25,0.0
2024-05-08,West,Apparel,Jackets,3064.25,6,274.26,0.2
2024-05-10,West,Furniture,Sofas,4377.77,1,544.24,0.3
2024-05-12,East,Office Supplies,Envelopes,3583.08,10,218.68,0.3
2024-05-12,South,Electronics,Smartphones,4320.67,6,973.57,0.3
2024-05-13,Central,Office Supplies,Paper,4234.35,6,1121.71,0.2
2024-05-14,North,Electronics,Laptops,4928.83,10,749.5,0.0
2024-05-14,East,Furniture,Chairs,1805.49,4,-12.79,0.1
2024-05-14,South,Electronics,Cameras,2458.47,7,686.49,0.3
2024-05-14,Central,Apparel,Shoes,3496.77,1,1353.2,0.1
2024-05-16,West,Apparel,T-shirts,381.57,8,114.75,0.1
2024-05-17,East,Furniture,Tables,1009.01,8,-98.47,0.1
2024-05-18,East,Office Supplies,Paper,4342.79,7,640.64,0.2
2024-05-19,West,Furniture,Beds,2611.38,9,-87.11,0.0
2024-05-20,East,Apparel,Shoes,4195.28,6,1350.32,0.0
2024-05-21,South,Electronics,Laptops,316.63,1,58.87,0.2
2024-05-21,North,Apparel,T-shirts,2392.36,8,522.26,0.1
2024-05-22,West,Furniture,Beds,114.14,8,-2.57,0.2
2024-05-24,East,Office Supplies,Paper,3790.87,7,1151.05,0.1
2024-05-24,South,Office Supplies,Envelopes,987.9,7,119.61,0.0
2024-05-25,Central,Electronics,Cameras,918.68,8,136.37,0.1
2024-05-25,Central,Electronics,Smartphones,932.07,4,326.91,0.0
2024-05-26,East,Office Supplies,Paper,2991.64,7,1033.52,0.0
2024-05-27,North,Furniture,Chairs,2113.16,9,305.82,0.0
2024-05-28,North,Office Supplies,Envelopes,2273.63,4,403.12,0.3
2024-05-28,East,Electronics,Cameras,1272.75,7,228.03,0.2
2024-05-28,North,Office Supplies,Paper,230.45,5,35.08,0.1
2024-05-29,Central,Furniture,Beds,3659.06,3,-199.43,0.1
2024-05-30,West,Furniture,Beds,4143.08,9,592.7,0.0
2024-05-31,South,Apparel,Jackets,889.6,5,155.65,0.2
2024-06-01,Central,Furniture,Chairs,1889.77,7,307.55,0.0
2024-06-01,South,Electronics,Headphones,4641.31,7,1021.77,0.3
2024-06-02,East,Furniture,Tables,491.68,7,-17.52,0.3
2024-06-04,East,Furniture,Chairs,3352.87,2,120.88,0.2
2024-06-05,West,Furniture,Tables,790.37,7,-17.72,0.0
2024-06-05,West,Apparel,Shoes,712.44,10,177.66,0.1
2024-06-05,North,Electronics,Smartphones,2916.95,10,957.05,0.0
2024-06-06,West,Furniture,Tables,1607.26,9,-112.17,0.1
2024-06-07,West,Office Supplies,Paper,4064.2,3,705.73,0.0
2024-06-08,Central,Furniture,Tables,3757.42,6,345.55,0.1
2024-06-09,South,Electronics,Laptops,3264.47,10,568.09,0.1
2024-06-10,Central,Furniture,Sofas,4197.33,10,384.16,0.0
2024-06-11,South,Electronics,Cameras,4646.4,8,1089.64,0.2
2024-06-14,North,Apparel,Shoes,895.98,2,344.59,0.2
2024-06-16,North,Electronics,Smartphones,19.71,4,1.88,0.1
2024-06-16,West,Furniture,Beds,695.81,2,129.33,0.3
2024-06-18,East,Office Supplies,Envelopes,2529.47,3,476.95,0.0
2024-06-19,West,Apparel,T-shirts,1574.97,9,194.82,0.3
2024-06-19,Central,Office Supplies,Binders,237.83,1,55.42,0.0
2024-06-20,East,Furniture,Tables,4352.72,10,311.15,0.2
2024-06-21,North,Furniture,Chairs,1994.86,3,171.65,0.1
2024-06-22,West,Electronics,Headphones,190.13,2,60.06,0.2
2024-06-23,West,Furniture,Tables,2176.96,3,384.98,0.2
2024-06-23,East,Apparel,T-shirts,4029.82,5,1558.32,0.0
2024-06-24,Central,Furniture,Chairs,4695.05,1,930.84,0.2
2024-06-24,South,Electronics,Smartphones,1986.17,9,781.15,0.2
2024-06-25,East,Office Supplies,Binders,2635.02,6,483.48,0.2
2024-06-25,East,Apparel,Shoes,850.55,6,261.92,0.0
2024-06-25,Central,Office Supplies,Pens,218.32,1,76.76,0.0
2024-06-26,North,Electronics,Cameras,3116.12,10,963.28,0.1
2024-06-26,East,Office Supplies,Envelopes,3769.39,7,215.33,0.1
2024-06-27,West,Furniture,Beds,3412.96,4,643.41,0.0
2024-06-28,West,Apparel,Jeans,3557.85,4,628.27,0.2
2024-06-30,South,Apparel,Shoes,4037.51,9,526.52,0.0
2024-06-30,Central,Apparel,Shoes,380.4,1,19.89,0.2
2024-07-01,Central,Electronics,Laptops,4708.97,5,1044.21,0.3
2024-07-01,West,Office Supplies,Paper,3862.51,7,949.01,0.2
2024-07-01,East,Apparel,T-shirts,4294.51,7,768.53,0.2
2024-07-01,South,Office Supplies,Pens,1769.73,8,661.88,0.2
2024-07-01,West,Office Supplies,Paper,4456.72,2,614.33,0.2
2024-07-01,North,Furniture,Tables,4673.63,5,355.31,0.0
2024-07-01,North,Furniture,Beds,1676.87,7,-79.39,0.1
2024-07-02,South,Furniture,Tables,862.42,10,-1.6,0.1
2024-07-04,Central,Office Supplies,Envelopes,575.75,10,65.25,0.1
2024-07-05,West,Furniture,Beds,1459.84,3,241.44,0.2
2024-07-05,East,Electronics,Laptops,1053.32,7,176.96,0.3
2024-07-06,North,Furniture,Chairs,4232.86,8,192.96,0.0
2024-07-07,West,Office Supplies,Paper,3875.67,6,801.96,0.2
2024-07-07,East,Office Supplies,Paper,2439.7,5,733.31,0.2
2024-07-08,Central,Electronics,Cameras,758.23,10,196.62,0.2
2024-07-09,West,Apparel,Jackets,348.6,8,101.59,0.1
2024-07-09,South,Office Supplies,Binders,3565.48,10,780.73,0.1
2024-07-10,South,Furniture,Tables,1656.65,2,63.44,0.3
2024-07-10,West,Apparel,Jackets,351.98,1,66.19,0.0
2024-07-10,West,Electronics,Laptops,2028.15,3,548.41,0.3
2024-07-10,West,Apparel,T-shirts,798.8,5,168.68,0.3
2024-07-11,West,Furniture,Beds,166.65,8,10.92,0.3
2024-07-11,Central,Office Supplies,Pens,983.23,5,151.25,0.3
2024-07-11,West,Apparel,T-shirts,1697.22,3,148.78,0.2
2024-07-14,West,Office Supplies,Paper,382.46,3,66.63,0.0
2024-07-15,West,Office Supplies,Pens,3459.39,5,903.04,0.3
2024-07-17,North,Electronics,Cameras,3347.67,7,338.26,0.2
2024-07-18,East,Furniture,Sofas,192.52,9,32.47,0.1
2024-07-19,Central,Office Supplies,Envelopes,3590.04,4,1084.72,0.0
2024-07-20,Central,Office Supplies,Pens,2281.4,9,170.98,0.3
2024-07-21,West,Furniture,Tables,2935.91,10,197.6,0.1
2024-07-21,Central,Furniture,Tables,1891.22,3,169.85,0.0
2024-07-21,West,Office Supplies,Binders,1532.47,8,273.5,0.1
2024-07-22,East,Furniture,Sofas,1868.94,6,27.98,0.0
2024-07-23,East,Furniture,Beds,4414.77,2,472.02,0.3
2024-07-23,Central,Apparel,Jackets,3780.6,9,1138.79,0.3
2024-07-24,South,Apparel,Jackets,4845.43,8,1460.55,0.0
2024-07-26,West,Furniture,Tables,2987.11,9,-49.15,0.1
2024-07-26,Central,Electronics,Smartphones,728.51,8,281.41,0.1
2024-07-27,North,Furniture,Sofas,4188.69,2,-325.45,0.2
2024-07-27,North,Office Supplies,Envelopes,4751.89,3,1178.6,0.2
2024-07-28,Central,Electronics,Cameras,2672.08,6,963.58,0.3
2024-07-28,East,Furniture,Chairs,691.03,7,-21.46,0.1
2024-07-29,West,Electronics,Headphones,4346.72,6,1082.02,0.2
